,country,ccode,verified,year,month,day,source,mcgowan,csp,bs,banks,moreno,finer,janowitz,kennedy,ferguson,okane,thompson,luttwak,lunde,world_hand,combined,no_evidence,rebellion,no_overt,legal,no_exec,protest,autogolpe,assasination,invasion,unclear,id
777,Equatorial Guinea,411,,1969,3,4,"New York Times. March 6-7, 1969",,,,,,,,,,,1,,,,1,0,0,0,0,0,0,0,0,0,0,777
778,Equatorial Guinea,411,1,1969,3,5,"New York Times. March 6-7, 1969",,1,,,,,,1,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,778
804,Mali,432,,1969,1,8,none,,,,,,,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,804
805,Mali,432,,1969,8,-9,none,,,,,,,,1,,,,,,,0,1,0,0,0,0,0,0,0,0,0,805
844,Benin,434,,1969,-9,-9,"New York Times. Dec 11, 1969",,,2,2,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,844
845,Benin,434,,1969,7,12,none,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,845
846,Benin,434,,1969,10,21,"New York Times. Oct 22, 1969",,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,846
847,Benin,434,,1969,12,-9,"New York Times. Dec 11, 1969",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,847
848,Benin,434,2,1969,12,10,"New York Times. Dec 11, 1969",2,2,2,2,,2,2,2,2,2,2,,2,2,0,0,0,0,0,0,0,0,0,0,0,848
849,Benin,434,,1969,12,11,"New York Times. Dec 11, 1969",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,849
850,Benin,434,,1969,12,13,"New York Times. Dec 11, 1969",,2,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,850
1068,Togo,461,,1969,5,25,"New York Times. May 25, 1969",,,,,,,,,,,,,,2,0,0,0,0,0,0,0,1,0,0,0,1068
1129,Central African Republic,482,,1969,-9,-9,"New York Times. April 13, 1969",,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1129
1130,Central African Republic,482,,1969,4,-9,"New York Times. April 13, 1969",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1130
1131,Central African Republic,482,,1969,4,10,"New York Times. April 13, 1969",,1,1,,,,,1,,,1,,,,0,0,0,1,0,0,0,0,0,0,0,1131
1218,Congo,484,,1969,-9,-9,"New York Times. Nov 9, 1969",,,1,,,1,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,1218
1219,Congo,484,1,1969,11,8,"New York Times. Nov 9, 1969",,1,1,,,1,,,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1219
1316,Burundi,516,,1969,9,-9,http://www.massviolence.org/The-Burundi-Killings-of-1972,,,,,,,,1,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1316
1349,Somalia,520,,1969,-9,-9,"New York Times. Oct 22, 1969. p. 3",,,2,2,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1349
1350,Somalia,520,,1969,10,-9,"New York Times. Oct 22, 1969. p. 3",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1350
1351,Somalia,520,2,1969,10,21,"New York Times. Oct 22, 1969. p. 3",2,2,2,2,,2,2,2,2,2,2,,2,2,0,0,0,0,0,0,0,0,0,0,0,1351
1352,Somalia,520,,1969,10,22,"New York Times. Oct 22, 1969. p. 3",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1352
1374,Ethiopia,530,,1969,11,-9,none,,,,,,,,1,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1374
1511,Libya,620,,1969,-9,-9,"New York Times (1857-Current file). Sep 2, 1969",,,1,2,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1511
1512,Libya,620,,1969,9,-9,"New York Times (1857-Current file). Sep 2, 1969",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1512
1513,Libya,620,2,1969,9,1,"New York Times (1857-Current file). Sep 2, 1969",,2,1,2,,2,,2,2,2,2,,,2,0,0,0,0,0,0,0,0,0,0,0,1513
1514,Libya,620,,1969,9,2,"New York Times (1857-Current file). Sep 2, 1969",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1514
1515,Libya,620,,1969,12,11,"New York Times. Dec 11, 1969",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,1515
1552,Sudan,625,,1969,-9,-9,"New York Times. May 25, 1969",,,2,2,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1552
1553,Sudan,625,,1969,5,-9,"New York Times. May 25, 1969",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1553
1554,Sudan,625,,1969,5,24,"New York Times. May 25, 1969",,,,,,,,,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,1554
1555,Sudan,625,2,1969,5,25,"New York Times. May 25, 1969",2,2,2,2,,2,2,2,2,2,2,,2,2,0,0,0,0,0,0,0,0,0,0,0,1555
1556,Sudan,625,,1969,5,26,"New York Times. May 25, 1969",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1556
1676,Iraq,645,,1969,3,-9,none,,,,,,,,1,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1676
1764,Syria,652,,1969,-9,-9,"New York Times. Mar 1, 1969",,,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1764
1765,Syria,652,2,1969,3,1,"New York Times. Mar 1, 1969",,,2,,,,2,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,1765
1807,Yemen Arab Republic; N. Yemen,678,,1969,-9,-9,none,,,1,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1807
1825,Yemen,679,,1969,1,-9,"New York Times. Jan 27, 1969",,,,,,,,1,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1825
1831,Yemen People's Republic; S. Yemen,680,,1969,-9,-9,"New York Times. Jun 23, 1969",,,,2,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1831
1832,Yemen People's Republic; S. Yemen,680,,1969,6,22,"New York Times. Jun 23, 1969",,2,,2,,2,,,2,2,,,,2,0,0,0,0,1,0,0,0,0,0,0,1832
1833,Yemen People's Republic; S. Yemen,680,,1969,6,23,"New York Times. Jun 23, 1969",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1833
1915,Pakistan,770,,1969,-9,-9,unclear,,,2,2,,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,1915
1916,Pakistan,770,,1969,2,-9,"New York Times. Feb 15, 1969",,,,,,,,2,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1916
1917,Pakistan,770,,1969,3,25,"New York Times. Mar 26, 1969",,,,,,,,,,,2,,,2,0,0,0,0,1,0,0,0,0,0,0,1917
1918,Pakistan,770,,1969,3,26,"New York Times. Mar 26, 1969",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1918
1987,Thailand,800,,1969,3,-9,none,,,,,,,,2,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1987
2011,Cambodia,811,,1969,-9,-9,none,,,,,,,,,,2,,,,,0,1,0,0,0,0,0,0,0,0,0,2011
2132,Indonesia,850,,1969,12,20,"New York Times (1857-Current file). Dec 20, 1969. p. 2",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,2132
46,Haiti,41,1,1970,4,24,"New York Times. Apr 25, 1970",,,,,,,,,,,1,,,,0,0,0,0,0,0,0,0,0,0,0,46
95,Trinidad and Tobago,52,,1970,-9,-9,"New York Times. Apr 23, 1970",,,1,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,95
96,Trinidad and Tobago,52,,1970,4,21,"New York Times, various",,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,96
404,Ecuador,130,,1970,6,-9,"New York Times. Jun 23, 1970",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,404
405,Ecuador,130,,1970,6,22,"New York Times. Jun 23, 1970",,,,,2,,,2,,,,,,2,0,0,0,0,0,0,0,1,0,0,0,405
406,Ecuador,130,,1970,6,23,"New York Times. Jun 23, 1970",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,406
523,Bolivia,145,,1970,-9,-9,"New York Times. Oct 5&7&8, 1970",,,2,2,,2,,,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,523
524,Bolivia,145,,1970,8,-9,"New York Times. Aug 5, 1970",,,,,,,,1,,,,,,,0,0,0,0,1,0,0,0,0,0,0,524
525,Bolivia,145,,1970,10,-9,"New York Times. Oct 5&7&8, 1970",,,,,,,2,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,525
526,Bolivia,145,,1970,10,4,"New York Times. Oct 5&7&8, 1970",,,,,,,,,,,1,,,,1,0,0,0,0,0,0,0,0,0,0,526
527,Bolivia,145,,1970,10,5,"New York Times. Oct 5&7&8, 1970",,1,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,527
528,Bolivia,145,2,1970,10,6,"New York Times. Oct 5&7&8, 1970",,2,2,2,2,2,2,,2,,2,,,2,0,0,0,0,0,0,0,0,0,0,0,528
529,Bolivia,145,,1970,10,7,"New York Times. Oct 5&7&8, 1970",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,529
602,Chile,155,,1970,3,26,"New York Times. Mar 26, 1970",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,602
603,Chile,155,,1970,10,22,"New York Times. Oct 24, 1970",,,,,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,603
665,Argentina,160,,1970,-9,-9,"New York Times. June 10, 1970",,,2,2,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,665
666,Argentina,160,,1970,6,-9,"New York Times. June 10, 1970",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,666
667,Argentina,160,2,1970,6,8,"New York Times. June 10, 1970",,2,2,2,2,,2,2,,,2,,,2,0,0,0,0,0,0,0,0,0,0,0,667
668,Argentina,160,,1970,6,9,"New York Times. June 10, 1970",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,668
924,Guinea,438,,1970,11,-9,"New York Times. Nov 23-25, 1970",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,924
925,Guinea,438,,1970,11,22,"New York Times. Nov 23-25, 1970",1,1,,,,,,1,,,,,,,0,0,0,0,0,0,0,0,0,1,0,925
994,Sierra Leone,451,,1970,-9,-9,"McGowan 2007 Datafile; NYT. Oct 6, 1970",,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,994
995,Sierra Leone,451,,1970,10,-9,"McGowan 2007 Datafile; NYT. Oct 6, 1970",,,1,,,,,1,,,,,,,0,0,0,1,0,0,0,0,0,0,0,995
1069,Togo,461,,1970,-9,-9,"New York Times. Aug 10, 1970",,,1,,,1,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,1069
1070,Togo,461,,1970,8,-9,"New York Times. Aug 10, 1970",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1070
1071,Togo,461,,1970,8,8,"New York Times. Aug 10, 1970",1,1,1,,,1,,1,1,,,,1,,0,0,0,1,0,0,0,0,0,0,0,1071
1072,Togo,461,,1970,8,10,"New York Times. Aug 10, 1970",,,,,,,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,1072
1220,Congo,484,,1970,-9,-9,"New York Times Mar 23, 1970",,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1220
1221,Congo,484,1,1970,3,22,"New York Times Mar 23, 1970",1,1,1,,,,,,,,1,,1,,0,0,0,0,0,0,0,0,0,0,0,1221
1222,Congo,484,,1970,3,23,"New York Times Mar 23, 1970",,1,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1222
1293,Kenya,501,,1970,9,-9,none,,,,,,,,1,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1293
1317,Burundi,516,,1970,-9,-9,none,,,1,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1317
1353,Somalia,520,,1970,-9,-9,"New York Times. Apr 28, 1970",,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1353
1354,Somalia,520,,1970,4,-9,"New York Times. Apr 28, 1970",,,1,,,,,1,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,1354
1355,Somalia,520,,1970,4,28,"New York Times. Apr 28, 1970",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1355
1414,Lesotho,570,,1970,1,-9,"New York Times. Jan 31, 1970. p. 2",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1414
1415,Lesotho,570,,1970,1,30,"New York Times. Jan 31, 1970. p. 2",,2,,,,,,2,,,,,,2,0,0,0,0,0,0,0,1,0,0,0,1415
1416,Lesotho,570,,1970,2,1,"New York Times. Jan 31, 1970. p. 2",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1416
1516,Libya,620,,1970,7,24,none,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1516
1557,Sudan,625,,1970,-9,-9,none,,,,,,,,,,2,,,,,0,1,0,0,0,0,0,0,0,0,0,1557
1558,Sudan,625,,1970,7,-9,none,,,,,,,,1,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1558
1677,Iraq,645,,1970,-9,-9,"New York Times. Jan 22, 1970. p. 2",,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1677
1678,Iraq,645,1,1970,1,20,"New York Times. Jan 22, 1970. p. 2",,,1,,,,,,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,1678
1766,Syria,652,,1970,-9,-9,"New York Times. Nov 15, 1970",,,2,2,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1766
1767,Syria,652,,1970,11,-9,"New York Times. Nov 15, 1970",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1767
1768,Syria,652,2,1970,11,13,"New York Times. Nov 15, 1970",,2,2,2,,2,,2,2,2,2,,,2,0,0,0,0,0,0,0,0,0,0,0,1768
1769,Syria,652,,1970,11,15,"New York Times. Nov 15, 1970",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1769
1834,Yemen People's Republic; S. Yemen,680,,1970,6,-9,none,,,,,,,,2,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1834
1856,Oman,698,,1970,-9,-9,"Rabi, Uzi. 'The emergence of states in a tribal society'",,,2,2,,,,,,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1856
1857,Oman,698,,1970,7,23,"Rabi, Uzi. 'The emergence of states in a tribal society'",,,,,,,,,,,2,,,2,1,0,0,0,0,0,0,0,0,0,0,1857
1858,Oman,698,2,1970,7,26,"Rabi, Uzi. 'The emergence of states in a tribal society'",,2,2,2,,,,,,2,2,,,,0,0,0,0,0,0,0,0,0,0,0,1858
2012,Cambodia,811,,1970,-9,-9,"New York Times. Mar 19, 1970. p. 46",,,2,2,,2,,,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,2012
2013,Cambodia,811,,1970,3,-9,"New York Times. Mar 19, 1970. p. 46",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,2013
2014,Cambodia,811,2,1970,3,18,"New York Times. Mar 19, 1970. p. 46",,2,2,2,,2,,2,2,,2,,,2,0,0,0,0,0,0,0,0,0,0,0,2014
2015,Cambodia,811,,1970,3,19,"New York Times. Mar 19, 1970. p. 46",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,2015
2060,Laos,812,,1970,12,-9,none,,,,,,,,1,,,,,,,0,1,0,0,0,0,0,0,0,0,0,2060
407,Ecuador,130,,1971,3,-9,"New York Times. Apr 1, 1971",,,,,,,,1,,,,,,,0,0,0,0,0,1,0,0,0,0,0,407
408,Ecuador,130,,1971,4,1,"New York Times. Apr 1, 2, 1971",,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,408
530,Bolivia,145,,1971,-9,-9,unclear,,,1,2,,1,,,1,2,,,,,0,0,0,0,0,0,0,0,0,0,1,530
531,Bolivia,145,,1971,1,-9,"New York Times. Jan 11&12, 1971",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,531
532,Bolivia,145,1,1971,1,10,"New York Times. Jan 11&12, 1971",,1,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,532
533,Bolivia,145,,1971,1,11,"New York Times. Jan 11&12, 1971",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,533
534,Bolivia,145,,1971,4,-9,"New York Times. Apr 20, 1971",,,,,,,,1,,,,,,,0,0,0,0,0,0,0,0,1,0,0,534
535,Bolivia,145,,1971,8,-9,"New York Times. Aug 20&22, 1971",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,535
536,Bolivia,145,2,1971,8,22,"New York Times. Aug 20&22, 1971",,2,,,2,,2,2,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,536
537,Bolivia,145,,1971,8,23,"New York Times. Aug 20&22, 1971",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,537
538,Bolivia,145,,1971,10,-9,none,,,,,,,,2,,,,,,,0,1,0,0,0,0,0,0,0,0,0,538
539,Bolivia,145,,1971,12,4,none,,,,,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,539
669,Argentina,160,,1971,-9,-9,"New York Times. March 23, 1971",,,1,2,,2,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,669
670,Argentina,160,,1971,-9,-9,"New York Times. March 23, 1971",,,1,2,,2,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,670
671,Argentina,160,,1971,-9,-9,"New York Times. March 23, 1971",,,1,2,,2,,,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,671
672,Argentina,160,,1971,3,-9,"New York Times. March 23, 1971",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,672
673,Argentina,160,2,1971,3,22,"New York Times. March 23, 1971",,2,2,2,2,2,,2,2,,,,,2,0,0,0,0,0,0,0,0,0,0,0,673
674,Argentina,160,,1971,3,23,"New York Times. March 23, 1971",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,674
675,Argentina,160,,1971,5,-9,"New York Times. May 16, 1971",,,,,,,,1,,,,,,,0,0,0,1,0,0,0,0,0,0,0,675
676,Argentina,160,,1971,10,-9,"New York Times. Oct 9, 1971",,1,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,676
677,Argentina,160,1,1971,10,8,"New York Times. Oct 9, 1971",,1,,,1,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,677
806,Mali,432,,1971,-9,-9,"New York Times. April 9, 1971",,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,806
807,Mali,432,,1971,4,-9,"New York Times. April 9, 1971",,,1,,,,,1,,,,,,,0,0,0,1,0,0,0,0,0,0,0,807
926,Guinea,438,,1971,7,-9,"New York Times. July 10, 1971",,,,,,,,1,,,,,,,0,0,0,1,0,0,0,0,0,0,0,926
996,Sierra Leone,451,,1971,-9,-9,"New York Times. March 24, 1971",,,1,,,1,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,996
997,Sierra Leone,451,,1971,3,-9,"New York Times. March 24, 1971",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,997
998,Sierra Leone,451,,1971,3,21,"New York Times. March 24, 1971",,,,,,,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,998
999,Sierra Leone,451,1,1971,3,23,"New York Times. March 24, 1971",1,1,1,,,1,,1,1,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,999
1000,Sierra Leone,451,,1971,3,24,"New York Times. March 24, 1971",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1000
1001,Sierra Leone,451,,1971,3,24,"New York Times. March 24, 1971",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1001
1029,Ghana,452,,1971,1,-9,"New York Times. Jan 13-14, 1972",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1029
1157,Chad,483,,1971,-9,-9,unclear,,,1,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1157
1158,Chad,483,,1971,8,-9,"New York Times. Aug 28, 1971",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1158
1159,Chad,483,,1971,8,21,"New York Times. Aug 28, 1971",,,,,,,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,1159
1160,Chad,483,,1971,8,26,"New York Times. Aug 28, 1971",,1,,,,,,1,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,1160
1161,Chad,483,,1971,8,28,"New York Times. Aug 28, 1971",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1161
1259,Uganda,500,,1971,-9,-9,unclear,,,2,2,,2,,,2,2,,,,,0,0,0,0,0,0,0,0,0,0,1,1259
1260,Uganda,500,,1971,1,-9,"New York Times. Jan 26, 1971",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1260
1261,Uganda,500,,1971,1,24,"New York Times. Jan 26, 1971",2,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1261
1262,Uganda,500,2,1971,1,25,"New York Times. Jan 26, 1971",2,2,2,2,,2,2,2,2,2,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1262
1263,Uganda,500,,1971,1,26,"New York Times. Jan 26, 1971",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1263
1264,Uganda,500,,1971,1,29,New York Times. various,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,1,0,0,0,1264
1265,Uganda,500,,1971,2,3,New York Times. various,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,1,0,0,0,1265
1266,Uganda,500,,1971,7,-9,McGowan 2007 Datafile,,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1266
1267,Uganda,500,,1971,7,12,McGowan 2007 Datafile,1,,,,,,,1,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1267
1318,Burundi,516,,1971,9,-9,none,,,,,,,,1,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1318
1356,Somalia,520,,1971,-9,-9,"New York Times. Apr 4, 1971",,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1356
1357,Somalia,520,,1971,5,-9,"New York Times. Apr 4, 1971",,,,,,,,1,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1357
1430,Madagascar,580,,1971,-9,-9,"New York Times. Jun 1, 1971",,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1430
1431,Madagascar,580,,1971,3,-9,"New York Times. Jun 1, 1971",,,1,,,,,1,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1431
1477,Morocco,600,,1971,-9,-9,"New York Times. Jul 11, 1971",,,1,,,1,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,1477
1478,Morocco,600,,1971,6,-9,"New York Times. Jul 11, 1971",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1478
1479,Morocco,600,1,1971,7,10,"New York Times. Jul 11, 1971",,1,1,,,1,,1,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1479
1480,Morocco,600,,1971,7,11,"New York Times. Jul 11, 1971",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1480
1559,Sudan,625,,1971,-9,-9,unclear,,,1,2,,2,,,2,,,,,,0,0,0,0,0,0,0,0,0,0,1,1559
1560,Sudan,625,,1971,-9,-9,unclear,,,1,2,,2,,,2,,,,,,0,0,0,0,0,0,0,0,0,0,1,1560
1561,Sudan,625,,1971,6,20,none,,,,,,,,,,,,,1,,0,1,0,0,0,0,0,0,0,0,0,1561
1562,Sudan,625,,1971,7,-9,"New York Times. Jul 20, 1971",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1562
1563,Sudan,625,1,1971,7,19,"New York Times. Jul 20, 1971",1,1,,,,,,1,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,1563
1564,Sudan,625,,1971,7,20,"New York Times. Jul 20, 1971",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1564
1565,Sudan,625,,1971,7,21,"New York Times. Jul 20, 1971",1,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1565
1566,Sudan,625,,1971,7,23,"New York Times. Jul 23, 1971",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1566
1613,Turkey,640,,1971,-9,-9,"New York Times (1857-Current file). Mar 13, 1971",,,2,,,2,,,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,1613
1614,Turkey,640,,1971,3,-9,"New York Times (1857-Current file). Mar 13, 1971",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1614
1615,Turkey,640,2,1971,3,12,"New York Times (1857-Current file). Mar 13, 1971",,2,2,2,,2,2,2,2,,,,,2,0,0,0,0,0,0,0,0,0,0,0,1615
1616,Turkey,640,,1971,3,13,"New York Times (1857-Current file). Mar 13, 1971",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1616
1679,Iraq,645,,1971,9,19,"New York Times. Sep 19, 1971",,,,,,,,2,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1679
1710,Egypt,651,,1971,4,-9,"Beattie, Kirk j. (2001). 'Egypt during the sadat years.' p. 65",,,,,,,,1,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1710
1770,Syria,652,,1971,6,-9,"Hafez al- Assad. The Columbia Encyclopedia, Sixth Edition",,,,,,,,1,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1770
1919,Pakistan,770,,1971,-9,-9,"New York Times. Dec 20, 1971",,,2,,,,,,,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1919
1920,Pakistan,770,,1971,3,15," New York Times (1857-Current file). Mar 15, 1971. p. 1",,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,1920
1921,Pakistan,770,,1971,3,27,"New York Times (1857-Current file). Mar 27, 1971. p. 1",,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,1921
1922,Pakistan,770,2,1971,12,19,"New York Times. Dec 20, 1971",,,2,,,,,2,,2,,,,,0,0,0,0,0,0,0,0,0,0,0,1922
1929,Bangladesh,771,,1971,12,23,"New York Times (1857-Current file). Dec 23, 1971. p. 1",,,,,,,,,,,,,,2,0,0,1,0,0,0,0,0,0,0,0,1929
1988,Thailand,800,,1971,-9,-9,unclear,,,2,2,,2,,,2,2,,,,,0,0,0,0,0,0,0,0,0,0,1,1988
1989,Thailand,800,,1971,3,-9,none,,,,,,,,2,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1989
1990,Thailand,800,,1971,11,-9,"New York Times. Nov 18, 1971",,,,,,,2,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1990
1991,Thailand,800,,1971,11,17,"New York Times. Nov 18, 1971",,2,,,,,2,,,,,,,2,0,0,0,0,0,0,0,1,0,0,0,1991
1992,Thailand,800,,1971,11,18,"New York Times. Nov 18, 1971",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1992
