,country,ccode,verified,year,month,day,source,mcgowan,csp,bs,banks,moreno,finer,janowitz,kennedy,ferguson,okane,thompson,luttwak,lunde,world_hand,combined,no_evidence,rebellion,no_overt,legal,no_exec,protest,autogolpe,assasination,invasion,unclear,id
2061,Laos,812,,1971,4,-9,"New York Times. Apr 9, 1971",,,,,,,,1,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,2061
2062,Laos,812,,1971,4,9,"New York Times. Apr 9, 1971",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,2062
169,Honduras,91,,1972,-9,-9,"New York Times. Dec 5, 1972. p. 15",,,2,2,,,,,,2,,,,,1,0,0,0,0,0,0,0,0,0,0,169
170,Honduras,91,,1972,12,-9,"New York Times. Dec 5, 1972. p. 15",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,170
171,Honduras,91,2,1972,12,4,"New York Times. Dec 5, 1972. p. 15",,2,2,2,2,,,2,,2,,,,2,0,0,0,0,0,0,0,0,0,0,0,171
197,El Salvador,92,,1972,-9,-9,"New York Times. Mar 26, 1972",,,,,,1,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,197
198,El Salvador,92,,1972,3,-9,"New York Times. Mar 26, 1972",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,198
199,El Salvador,92,1,1972,3,25,"New York Times. Mar 26, 1972",,1,,,1,1,,1,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,199
200,El Salvador,92,,1972,3,26,"New York Times. Mar 26, 1972",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,200
409,Ecuador,130,,1972,-9,-9,"New York Times (1857-Current file). Feb 16, 1972",,,2,2,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,409
410,Ecuador,130,,1972,2,-9,"New York Times (1857-Current file). Feb 16, 1972",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,410
411,Ecuador,130,2,1972,2,15,"New York Times (1857-Current file). Feb 16, 1972",,2,2,2,2,2,,2,2,2,,,,2,0,0,0,0,0,0,0,0,0,0,0,411
412,Ecuador,130,,1972,2,16,"New York Times (1857-Current file). Feb 16, 1972",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,412
851,Benin,434,,1972,-9,-9,unclear,,,2,2,,2,,,2,2,,,,,0,0,0,0,0,0,0,0,0,0,1,851
852,Benin,434,,1972,2,-9,"New York Times. Feb 24, 1972.",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,852
853,Benin,434,,1972,2,15,"New York Times. Feb 24, 1972.",,,,,,,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,853
854,Benin,434,1,1972,2,23,"New York Times. Feb 24, 1972.",1,,,,,,,1,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,854
855,Benin,434,,1972,10,-9,"New York Times. Oct 27, 1972",,,,,,,2,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,855
856,Benin,434,2,1972,10,26,"New York Times. Oct 27, 1972",2,2,2,2,,2,2,2,2,2,,,2,2,0,0,0,0,0,0,0,0,0,0,0,856
857,Benin,434,,1972,10,27,"New York Times. Oct 27, 1972",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,857
858,Benin,434,,1972,11,-9,"New York Times. Oct 27, 1972",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,858
1030,Ghana,452,,1972,-9,-9,"New York Times. Jan 13-14, 1972",,,1,2,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1030
1031,Ghana,452,,1972,1,-9,"New York Times. Jan 13-14, 1972",,,,,,,2,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1031
1032,Ghana,452,2,1972,1,13,"New York Times. Jan 13-14, 1972",2,2,,2,,2,2,2,2,2,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1032
1033,Ghana,452,,1972,2,-9,"New York Times. Jan 13-14, 1972",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1033
1034,Ghana,452,,1972,7,14,"New York Times. Jul 17, 1972",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,1034
1223,Congo,484,,1972,-9,-9,"New York Times. Feb 23, 1972",,,1,,,1,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,1223
1224,Congo,484,,1972,2,-9,"New York Times. Feb 23, 1972",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1224
1225,Congo,484,1,1972,2,22,"New York Times. Feb 23, 1972",1,1,1,,,1,,1,1,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1225
1226,Congo,484,,1972,2,23,"New York Times. Feb 23, 1972",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1226
1268,Uganda,500,,1972,9,18,New York Times. various,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,1268
1319,Burundi,516,,1972,-9,-9,"New York Times. May 1, 1972",,,,,,1,,1,1,,,,,1,0,0,1,0,0,0,0,0,0,0,0,1319
1320,Burundi,516,,1972,3,31,none,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1320
1321,Burundi,516,,1972,5,1,"New York Times. May 1, 1972",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1321
1432,Madagascar,580,,1972,-9,-9,"New York Times. May 19, 1972. p. 5 ",,,2,,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1432
1433,Madagascar,580,,1972,5,-9,"New York Times. May 19, 1972. p. 5 ",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1433
1434,Madagascar,580,,1972,5,18,"New York Times. May 19, 1972. p. 5 ",2,,2,,,2,,2,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1434
1481,Morocco,600,,1972,-9,-9,"New York Times. Aug 17, 1972",,,1,,,1,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,1481
1482,Morocco,600,,1972,8,-9,"New York Times. Aug 17, 1972",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1482
1483,Morocco,600,1,1972,8,16,"New York Times. Aug 17, 1972",,1,1,,,1,,1,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1483
1484,Morocco,600,,1972,8,17,"New York Times. Aug 17, 1972",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1484
1711,Egypt,651,,1972,11,-9,"Johnson, Peter (1973). MERIP Reports, 17: p. 6",,,,,,,,1,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1711
1790,Jordan,663,,1972,11,-9,"New York Times. Nov 26, 1972",,,,,,,,1,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1790
1848,Qatar,694,,1972,-9,-9,"New York Times. Feb 23, 1972. p. 11",,,,2,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1848
1849,Qatar,694,2,1972,2,22,"New York Times. Feb 23, 1972. p. 11",,2,,2,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,1849
1854,United Arab Emirates,696,1,1972,1,25,"New York Times (1857-Current file). Jan 25, 1972. p. 10",,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1854
2016,Cambodia,811,,1972,3,11,"New York Times (1857-Current file). Mar 11, 1972. p. 1",,,,,,,,,,,,,,2,0,0,0,0,0,0,0,1,0,0,0,2016
93,Dominican Republic,42,,1973,2,5,"New York Times. Feb 7, 1973",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,93
540,Bolivia,145,,1973,-9,-9,"New York Times. May 16, 1973",,,1,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,540
541,Bolivia,145,,1973,8,19,"New York Times. Aug 19, 1973",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,541
604,Chile,155,,1973,-9,-9,"New York Times. June 29, 1973",,,1,2,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,604
605,Chile,155,,1973,-9,-9,"New York Times. June 29, 1973",,,1,2,,1,,,1,2,,,,,1,0,0,0,0,0,0,0,0,0,0,605
606,Chile,155,,1973,6,27,"New York Times. June 29, 1973",,1,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,606
607,Chile,155,1,1973,6,29,"New York Times. June 29, 1973",,1,1,2,1,1,,,1,2,,,,1,0,0,0,0,0,0,0,0,0,0,0,607
608,Chile,155,,1973,9,-9,"New York Times. Sep 12, 1973",,,,,,,2,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,608
609,Chile,155,2,1973,9,11,"New York Times. Sep 12, 1973",,2,,,2,,2,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,609
678,Argentina,160,,1973,7,3,"New York Times. July 5, 1971",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,678
693,Uruguay,165,,1973,-9,-9,"New York Times Feb 10, 1973",,,,,,2,2,,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,693
694,Uruguay,165,,1973,2,8,"New York Times Feb 10, 1973",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,694
695,Uruguay,165,,1973,2,9,"New York Times Feb 10, 1973",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,695
696,Uruguay,165,2,1973,2,10,"New York Times Feb 10, 1973",,,,,2,2,2,,2,,,,,2,0,0,0,0,0,0,0,0,0,0,0,696
697,Uruguay,165,,1973,2,12,"New York Times Feb 10, 1973",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,697
738,Greece,350,,1973,-9,-9,"New York Times. Nov 26, 1973",,,1,,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,738
739,Greece,350,,1973,5,22,"New York Times. May 26, 1973",,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,739
740,Greece,350,2,1973,11,25,"New York Times. Nov 26, 1973",,2,2,,,2,,,2,2,,,,2,0,0,0,0,0,0,0,0,0,0,0,740
763,Guinea-Bissau,404,,1973,9,24,"New York Times. Sep 28, 1973. p. 3",,,,,,,,,,,,,,2,0,0,1,0,0,0,0,0,0,0,0,763
908,Ivory Coast,437,,1973,6,15,McGowan 2007 Datafile,,,,,,,,,,,,,1,,0,0,0,1,0,0,0,0,0,0,0,908
1341,Rwanda,517,,1973,-9,-9,"New York Times. Jul 6, 1973. p. 3",,,2,2,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1341
1342,Rwanda,517,,1973,7,-9,"New York Times. Jul 6, 1973. p. 3",,,,,,,2,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1342
1343,Rwanda,517,2,1973,7,5,"New York Times. Jul 6, 1973. p. 3",2,2,2,2,,2,2,,2,2,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1343
1344,Rwanda,517,,1973,7,6,"New York Times. Jul 6, 1973. p. 3",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1344
1425,Swaziland,572,,1973,4,12,"New York Times. Apr 13, 1973. p. 2",2,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1425
1435,Madagascar,580,,1973,5,-9,none,,,,,,,2,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1435
1485,Morocco,600,,1973,3,3,none,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1485
1567,Sudan,625,,1973,9,6,"New York Times. Sep 6, 1973",,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1567
1680,Iraq,645,,1973,-9,-9,New York Times. various,,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1680
1681,Iraq,645,,1973,2,18,none,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1681
1682,Iraq,645,1,1973,6,30,New York Times. various,,1,1,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1682
1683,Iraq,645,,1973,7,2,New York Times. various,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1683
1712,Egypt,651,,1973,2,8,"New York Times. Feb 9, 1973",,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1712
1771,Syria,652,,1973,8,30,"New York Times. Aug 30, 1973",,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,1771
1859,Afghanistan,700,,1973,-9,-9,"New York Times. Jul 18, 1973. p. 77",,,2,2,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1859
1860,Afghanistan,700,,1973,7,-9,"New York Times. Jul 18, 1973. p. 77",,,,,,,2,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1860
1861,Afghanistan,700,2,1973,7,17,"New York Times. Jul 18, 1973. p. 77",,2,2,2,,2,2,,2,2,,,,2,0,0,0,0,0,0,0,0,0,0,0,1861
1862,Afghanistan,700,,1973,7,18,"New York Times. Jul 18, 1973. p. 77",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1862
1863,Afghanistan,700,,1973,9,20,http://www.state.gov/r/pa/ho/frus/nixon/e8/96772.htm,,1,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1863
1864,Afghanistan,700,,1973,11,30,Keesings. Afghanistan: Talibaan commander killed - timeline,,1,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1864
1865,Afghanistan,700,,1973,12,-9,"Harrison, Selig. How the Soviet Union stumbled into afghanistan.",,1,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1865
1993,Thailand,800,,1973,10,15,"New York Times. Oct 17, 1973",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1993
1994,Thailand,800,,1973,10,17,"New York Times. Oct 17, 1973",,,2,2,,,,,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,1994
2017,Cambodia,811,,1973,3,17,"New York Times (1857-Current file). Mar 18, 1973. p. 1",,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,2017
2063,Laos,812,,1973,-9,-9,"New York Times. Aug 20, 1973",,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,2063
2064,Laos,812,1,1973,8,20,"New York Times. Aug 20, 1973",,1,1,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,2064
542,Bolivia,145,,1974,-9,-9,unclear,,,1,,,1,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,1,542
543,Bolivia,145,,1974,-9,-9,unclear,,,1,,,1,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,1,543
544,Bolivia,145,1,1974,6,5,"New York Times. June 6, 1974",,1,,,1,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,544
545,Bolivia,145,,1974,6,6,"New York Times. June 6, 1974",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,545
546,Bolivia,145,,1974,11,7,"New York Times. Nov 8, 1974",,1,,,1,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,546
547,Bolivia,145,,1974,11,8,"New York Times. Nov 8, 1974",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,547
679,Argentina,160,,1974,-9,-9,none,,,1,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,679
712,Portugal,235,,1974,-9,-9,"New York Times. April 26, 1974",,,1,2,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,712
713,Portugal,235,,1974,-9,-9,"New York Times. April 26, 1974",,,1,2,,1,,,1,2,,,,,1,0,0,0,0,0,0,0,0,0,0,713
714,Portugal,235,2,1974,4,25,"New York Times. April 26, 1974",,2,,2,,2,,,2,2,,,,2,0,0,0,0,0,0,0,0,0,0,0,714
715,Portugal,235,,1974,9,28,"New York Times. Oct 1, 1974",,1,1,,,1,,,1,,,,,1,0,0,0,0,1,0,0,0,0,0,0,715
743,Cyprus,352,,1974,-9,-9,"New York Times. July 16, 1974",,,2,2,,2,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,743
744,Cyprus,352,2,1974,7,15,"New York Times. July 16, 1974",,2,2,2,,2,,,1,,,,,2,0,0,0,0,0,0,0,0,0,0,0,744
745,Cyprus,352,,1974,7,16,"New York Times. July 16, 1974",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,745
859,Benin,434,,1974,1,23,"New York Times. Jan 24, 1975",,,,,,,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,859
890,Niger,436,,1974,-9,-9,"New York Times. April 16, 1974",,,2,2,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,890
891,Niger,436,,1974,4,-9,"New York Times. April 16, 1974",,,,,,,2,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,891
892,Niger,436,,1974,4,14,"New York Times. April 16, 1974",2,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,892
893,Niger,436,2,1974,4,15,"New York Times. April 16, 1974",2,2,2,2,,2,2,,2,2,,,2,2,0,0,0,0,0,0,0,0,0,0,0,893
894,Niger,436,,1974,4,16,"New York Times. April 16, 1974",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,894
943,Burkina Faso,439,,1974,-9,-9,"New York Times. Feb 9, 1974",,,,,,2,,,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,943
944,Burkina Faso,439,,1974,2,-9,"New York Times. Feb 9, 1974",,,,,,,2,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,944
945,Burkina Faso,439,2,1974,2,8,"New York Times. Feb 9, 1974",2,,,,,2,2,,2,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,945
946,Burkina Faso,439,,1974,2,9,"New York Times. Feb 9, 1974",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,946
1132,Central African Republic,482,,1974,-9,-9,unclear,,,,,,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,1,1132
1133,Central African Republic,482,,1974,11,-9,none,,1,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1133
1134,Central African Republic,482,,1974,12,7,McGowan 2007 Datafile,1,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1134
1162,Chad,483,,1974,-9,-9,"New York Times. April 14, 1975",,,,,,,,,,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1162
1269,Uganda,500,,1974,-9,-9,unclear,,,1,,,1,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,1,1269
1270,Uganda,500,1,1974,3,23,"New York Times, March 25, 26 1974",1,1,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1270
1271,Uganda,500,,1974,3,24,"New York Times, March 25, 26 1974",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1271
1272,Uganda,500,,1974,11,10,"New York Times. Nov 11, 1974",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1272
1273,Uganda,500,1,1974,11,11,"New York Times. Nov 11, 1974",1,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1273
1322,Burundi,516,,1974,-9,-9,none,,,2,2,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1322
1375,Ethiopia,530,,1974,-9,-9,"Agence France-Presse. Sep 12, 1974",,,2,2,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1375
1376,Ethiopia,530,,1974,-9,-9,"Agence France-Presse. Sep 12, 1974",,,2,2,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1376
1377,Ethiopia,530,,1974,2,28,"New York Times. Feb 28, 1974",,,,,,,,,,,,,,2,0,0,0,0,0,1,0,0,0,0,0,1377
1378,Ethiopia,530,,1974,3,29,"New York Times. Mar 29, 1974",,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,1378
1379,Ethiopia,530,,1974,6,29,New York Times. various,,,,,,,,,,,,,,2,0,0,0,0,0,1,0,0,0,0,0,1379
1380,Ethiopia,530,,1974,7,7,New York Times. various,,,,,,,,,,,,,,2,0,0,0,0,0,1,0,0,0,0,0,1380
1381,Ethiopia,530,2,1974,9,12,"Agence France-Presse. Sep 12, 1974",2,2,2,2,,2,,,2,2,,,,2,0,0,0,0,0,0,0,0,0,0,0,1381
1382,Ethiopia,530,,1974,9,13,"Agence France-Presse. Sep 12, 1974",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1382
1383,Ethiopia,530,,1974,10,-9,none,,,,,,,2,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1383
1384,Ethiopia,530,,1974,11,22,"Cohen, John. 1975. African Affairs, 74(495):222",2,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1384
1385,Ethiopia,530,,1974,11,23,"Cohen, John. 1975. African Affairs, 74(495):222",2,2,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1385
1396,Angola,540,,1974,10,27,none,,1,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1396
1436,Madagascar,580,1,1974,12,31,http://www.onwar.com/aced/nation/may/madagascar/fmada1974.htm,1,1,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,1436
1713,Egypt,651,,1974,4,20,"New York Times. Apr 20, 1974",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,1713
1808,Yemen Arab Republic; N. Yemen,678,,1974,-9,-9,"New York Times. Jun 14, 1974. p. 9",,,2,,,,,,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,1808
1809,Yemen Arab Republic; N. Yemen,678,2,1974,6,13,"New York Times. Jun 14, 1974. p. 9",,2,2,2,,2,,,2,,,,,2,0,0,0,0,0,0,0,0,0,0,0,1809
1826,Yemen,679,,1974,-9,-9,"New York Times. Jun 14, 1975. p. 9",,,,2,,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1826
1905,South Korea,732,,1974,8,15,"New York Times (1857-Current file). New York, N.Y.: Aug 15, 1974. p. 69",,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,1905
94,Dominican Republic,42,,1975,6,8,"New York Times. Jun 8, 1975",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,94
172,Honduras,91,,1975,-9,-9,"New York Times (1857-Current file). Apr 23, 1975. p. 75",,,2,2,,,,,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,172
173,Honduras,91,,1975,4,-9,"New York Times (1857-Current file). Apr 23, 1975. p. 75",,,,,,,2,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,173
174,Honduras,91,2,1975,4,22,"New York Times (1857-Current file). Apr 23, 1975. p. 75",,2,2,2,2,,2,,2,,,,,2,0,0,0,0,0,0,0,0,0,0,0,174
175,Honduras,91,,1975,4,23,"New York Times (1857-Current file). Apr 23, 1975. p. 75",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,175
413,Ecuador,130,,1975,-9,-9,"New York Times. Sep 2, 1975. p. 65",,,1,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,413
414,Ecuador,130,1,1975,9,1,"New York Times. Sep 2, 1975. p. 65",,1,1,,1,,,,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,414
443,Peru,135,,1975,-9,-9,"New York Times. Aug 30, 1975. p. 47",,,2,2,,,,,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,443
444,Peru,135,2,1975,8,29,"New York Times. Aug 30, 1975. p. 47",,2,2,2,2,,,,2,,,,,2,0,0,0,0,0,0,0,0,0,0,0,444
593,Paraguay,150,,1975,8,-9,none,,,,,,,2,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,593
680,Argentina,160,,1975,-9,-9,unclear,,,1,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,680
681,Argentina,160,,1975,8,20,"New York Times. Aug 21, 1975",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,681
682,Argentina,160,,1975,10,5,"New York Times. Oct 7, 1975",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,682
683,Argentina,160,1,1975,12,18,"New York Times. Dec 19, 1975.",,,,,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,683
684,Argentina,160,,1975,12,22,"New York Times. March 24, 1976",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,684
685,Argentina,160,1,1975,12,23,"New York Times. Dec 23, 1975",,,,,1,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,685
716,Portugal,235,,1975,-9,-9,"New York Times. Nov 26, 1975",,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,716
717,Portugal,235,,1975,-9,-9,"New York Times. Nov 26, 1975",,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,717
718,Portugal,235,,1975,-9,-9,unclear,,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,718
719,Portugal,235,1,1975,3,11,"New York Times. March 12, 1975",,1,1,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,719
720,Portugal,235,,1975,8,1,"New York Times. Aug 1, 1975",,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,720
721,Portugal,235,1,1975,11,25,"New York Times. Nov 26, 1975",,1,1,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,721
741,,351,,1975,2,13,unsure,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,1,741
764,Guinea-Bissau,404,,1975,-9,-9,none,,,1,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,764
860,Benin,434,,1975,-9,-9,"New York Times. Jan 24, 1975",,,1,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,860
861,Benin,434,,1975,-9,-9,"New York Times Oct 20, 1975",,,1,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,861
862,Benin,434,1,1975,1,21,"New York Times. Jan 24, 1975",1,,1,,,,,,1,,,,1,,0,0,0,0,0,0,0,0,0,0,0,862
863,Benin,434,,1975,1,24,"New York Times. Jan 24, 1975",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,863
864,Benin,434,,1975,3,19,"New York Times. Mar 19, 1975",,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,864
865,Benin,434,,1975,10,18,"New York Times Oct 20, 1975",,1,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,865
866,Benin,434,,1975,10,20,"New York Times. Oct 20, 1975",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,866
867,Benin,434,,1975,10,26,none,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,867
895,Niger,436,,1975,-9,-9,"New York Times. March 16, 1976",,,1,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,895
1035,Ghana,452,,1975,-9,-9,"New York Times. Feb 9, 1975",,,1,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1035
1101,Nigeria,475,,1975,-9,-9,"New York Times. July 30, 1975",,,1,2,,,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1101
1102,Nigeria,475,,1975,7,-9,"New York Times. July 30, 1975",,,,,,,2,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1102
1103,Nigeria,475,2,1975,7,29,"New York Times. July 30, 1975",2,2,1,2,,,2,,2,2,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1103
1104,Nigeria,475,,1975,7,30,"New York Times. July 30, 1975",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1104
